2022-10-06 00:04:11.016653,gh0st,468379980, /hi
2022-10-06 00:04:13.549560,gh0st,468379980, /help
2022-10-06 00:04:15.645218,gh0st,468379980, /menu
2022-10-06 00:05:49.614974,gh0st,468379980, /help
2022-10-06 00:05:51.864454,gh0st,468379980, /menu
2022-10-06 00:08:30.287958,gh0st,468379980, /help
2022-10-06 00:08:46.275741,gh0st,468379980, /help
2022-10-06 00:08:54.281087,gh0st,468379980, /menu
2022-10-06 00:09:00.303773,gh0st,468379980, /help
2022-10-06 00:10:23.267828,gh0st,468379980, /help
2022-10-06 00:10:26.018399,gh0st,468379980, /menu
2022-10-06 00:10:32.448157,gh0st,468379980, /menu
2022-10-06 00:10:39.167254,gh0st,468379980, /menu
2022-10-06 00:15:12.644492,gh0st,468379980, /hi
2022-10-06 00:15:18.793637,gh0st,468379980, /menu
2022-10-06 00:15:25.162267,gh0st,468379980, /help
2022-10-06 00:15:27.516032,gh0st,468379980, /getdata
2022-10-06 00:16:27.294695,gh0st,468379980, /getdata
2022-10-06 00:19:19.962801,gh0st,468379980, /getdata
2022-10-06 00:21:37.183792,gh0st,468379980, /getdata
2022-10-06 00:23:05.649408,gh0st,468379980, /getdata
2022-10-06 00:25:52.636726,gh0st,468379980, /getdata
2022-10-06 00:28:38.787445,gh0st,468379980, /getdata
2022-10-06 00:32:29.422536,gh0st,468379980, /getdata
2022-10-06 00:33:43.896278,gh0st,468379980, /getdata
2022-10-06 00:34:01.057738,gh0st,468379980, /menu
2022-10-06 00:55:16.190567,gh0st,468379980, /help
2022-10-06 00:55:21.368071,gh0st,468379980, /getdata
